HGNC ID	Approved Symbol	Approved Name	Locus Type	Locus Group	Chromosome	Entrez Gene ID	RefSeq IDs	OMIM ID(supplied by OMIM)	RefSeq(supplied by NCBI)
43443	LAMTOR1	LAMTOR1	gene-with-protein-product	protein-coding-gene	chr21	LAMTOR1	XM_542329.4	LAMTOR1	XM_542329.4
36105	LAMTOR2	LAMTOR2	gene-with-protein-product	protein-coding-gene	chr7	LAMTOR2	XM_005622713.1	LAMTOR2	XM_005622713.1
32957	LAMTOR3	LAMTOR3	gene-with-protein-product	protein-coding-gene	chr32	LAMTOR3	XM_005639228.1	LAMTOR3	XM_005639228.1
35322	LAMTOR4	LAMTOR4	gene-with-protein-product	protein-coding-gene	chr6	LAMTOR4	XM_536864.4	LAMTOR4	XM_536864.4
35609	LAMTOR5	LAMTOR5	gene-with-protein-product	protein-coding-gene	chr6	LAMTOR5	XM_005621793.1	LAMTOR5	XM_005621793.1
33732	LANCL1	LANCL1	gene-with-protein-product	protein-coding-gene	chr37	LANCL1	XM_536055.4	LANCL1	XM_536055.4
40674	LANCL2	LANCL2	gene-with-protein-product	protein-coding-gene	chr18	LANCL2	XM_005631007.1	LANCL2	XM_005631007.1
4676	LANCL3	LANCL3	gene-with-protein-product	protein-coding-gene	chrX	LANCL3	XM_548943.4	LANCL3	XM_548943.4
34038	LAP3	LAP3	gene-with-protein-product	protein-coding-gene	chr3	LAP3	XM_005618543.1	LAP3	XM_005618543.1
27706	LAPTM4A	LAPTM4A	gene-with-protein-product	protein-coding-gene	chr17	LAPTM4A	XM_003639578.2	LAPTM4A	XM_003639578.2
26554	LAPTM4B	LAPTM4B	gene-with-protein-product	protein-coding-gene	chr13	LAPTM4B	XM_005627808.1	LAPTM4B	XM_005627808.1
46319	LAPTM5	LAPTM5	gene-with-protein-product	protein-coding-gene	chr2	LAPTM5	XM_005617684.1	LAPTM5	XM_005617684.1
25537	LARGE	LARGE	gene-with-protein-product	protein-coding-gene	chr10	LARGE	XM_005625925.1	LARGE	XM_005625925.1
12218	LARP1	LARP1	gene-with-protein-product	protein-coding-gene	chr4	LARP1	XM_005619265.1	LARP1	XM_005619265.1
28409	LARP1B	LARP1B	gene-with-protein-product	protein-coding-gene	chr19	LARP1B	XM_005631811.1	LARP1B	XM_005631811.1
31236	LARP4	LARP4	gene-with-protein-product	protein-coding-gene	chr27	LARP4	XM_534803.4	LARP4	XM_534803.4
31974	LARP4B	LARP4B	gene-with-protein-product	protein-coding-gene	chr2	LARP4B	XM_005617208.1	LARP4B	XM_005617208.1
46700	LARP6	LARP6	gene-with-protein-product	protein-coding-gene	chr30	LARP6	XM_005638548.1	LARP6	XM_005638548.1
32994	LARP7	LARP7	gene-with-protein-product	protein-coding-gene	chr32	LARP7	XM_535698.4	LARP7	XM_535698.4
32038	LARS	LARS	gene-with-protein-product	protein-coding-gene	chr2	LARS	XM_005617347.1	LARS	XM_005617347.1
29387	LARS2	LARS2	gene-with-protein-product	protein-coding-gene	chr20	LARS2	XM_005632638.1	LARS2	XM_005632638.1
37509	LAS1L	LAS1L	gene-with-protein-product	protein-coding-gene	chrX	LAS1L	XM_005641417.1	LAS1L	XM_005641417.1
7271	LASP1	LASP1	gene-with-protein-product	protein-coding-gene	chr9	LASP1	XM_859075.3	LASP1	XM_859075.3
6530	LAT	LAT	gene-with-protein-product	protein-coding-gene	chr6	LAT	XM_005621383.1	LAT	XM_005621383.1
22900	LAT2	LAT2	gene-with-protein-product	protein-coding-gene	chr6	LAT2	XM_005620955.1	LAT2	XM_005620955.1
28682	LATS1	LATS1	gene-with-protein-product	protein-coding-gene	chr1	LATS1	XM_005615268.1	LATS1	XM_005615268.1
30723	LATS2	LATS2	gene-with-protein-product	protein-coding-gene	chr25	LATS2	XM_534537.4	LATS2	XM_534537.4
13618	LAX1	LAX1	gene-with-protein-product	protein-coding-gene	chr38	LAX1	XM_003434327.2	LAX1	XM_003434327.2
1225	LAYN	LAYN	gene-with-protein-product	protein-coding-gene	chr5	LAYN	XM_005619796.1	LAYN	XM_005619796.1
10185	LBH	LBH	gene-with-protein-product	protein-coding-gene	chr17	LBH	XM_848875.3	LBH	XM_848875.3
44234	LBP	LBP	gene-with-protein-product	protein-coding-gene	chr24	LBP	XM_542993.4	LBP	XM_542993.4
2843	LBR	LBR	gene-with-protein-product	protein-coding-gene	chr7	LBR	XM_547512.4	LBR	XM_547512.4
12412	LBX1	LBX1	gene-with-protein-product	protein-coding-gene	chr28	LBX1	XM_543979.4	LBX1	XM_543979.4
40444	LBX2	LBX2	gene-with-protein-product	protein-coding-gene	chr17	LBX2	XR_294554.1	LBX2	XR_294554.1
38884	LCA5	LCA5	gene-with-protein-product	protein-coding-gene	chr12	LCA5	XM_005627559.1	LCA5	XM_005627559.1
35220	LCAT	LCAT	gene-with-protein-product	protein-coding-gene	chr5	LCAT	XM_846580.3	LCAT	XM_846580.3
14028	LCE1E	LCE1E	gene-with-protein-product	protein-coding-gene	chr17	LCE1E	XM_005630834.1	LCE1E	XM_005630834.1
18154	LCE6A	LCE6A	gene-with-protein-product	protein-coding-gene	chr17	LCE6A	XM_005630835.1	LCE6A	XM_005630835.1
32228	LCK	LCK	gene-with-protein-product	protein-coding-gene	chr2	LCK	XM_005617639.1	LCK	XM_005617639.1
40340	LCLAT1	LCLAT1	gene-with-protein-product	protein-coding-gene	chr17	LCLAT1	XM_005630310.1	LCLAT1	XM_005630310.1
6978	LCMT1	LCMT1	gene-with-protein-product	protein-coding-gene	chr6	LCMT1	XM_005621396.1	LCMT1	XM_005621396.1
17205	LCMT2	LCMT2	gene-with-protein-product	protein-coding-gene	chr30	LCMT2	XM_003640023.2	LCMT2	XM_003640023.2
24636	LCN1	LCN1	gene-with-protein-product	protein-coding-gene	chr9	LCN1	NM_001003190.1	LCN1	NM_001003190.1
13267	LCN10	LCN10	gene-with-protein-product	protein-coding-gene	chr9	LCN10	XM_003435350.1	LCN10	XM_003435350.1
4140	LCN12	LCN12	gene-with-protein-product	protein-coding-gene	chr9	LCN12	XM_548363.2	LCN12	XM_548363.2
5719	LCN15	LCN15	gene-with-protein-product	protein-coding-gene	chr9	LCN15	XM_005625084.1	LCN15	XM_005625084.1
4298	LCN2	LCN2	gene-with-protein-product	protein-coding-gene	chr9	LCN2	XM_548441.4	LCN2	XM_548441.4
4146	LCN6	LCN6	gene-with-protein-product	protein-coding-gene	chr9	LCN6	XM_548368.3	LCN6	XM_548368.3
5745	LCN8	LCN8	gene-with-protein-product	protein-coding-gene	chr9	LCN8	XM_843843.3	LCN8	XM_843843.3
6309	LCN9	LCN9	gene-with-protein-product	protein-coding-gene	chr9	LCN9	XM_844536.1	LCN9	XM_844536.1
45632	LCOR	LCOR	gene-with-protein-product	protein-coding-gene	chr28	LCOR	XM_005637580.1	LCOR	XM_005637580.1
29892	LCP1	LCP1	gene-with-protein-product	protein-coding-gene	chr22	LCP1	XM_005633884.1	LCP1	XM_005633884.1
864	LCP2	LCP2	gene-with-protein-product	protein-coding-gene	chr4	LCP2	XM_861771.3	LCP2	XM_861771.3
41587	LCT	LCT	gene-with-protein-product	protein-coding-gene	chr19	LCT	XM_005632003.1	LCT	XM_005632003.1
46706	LCTL	LCTL	gene-with-protein-product	protein-coding-gene	chr30	LCTL	XM_544736.3	LCTL	XM_544736.3
31602	LDB1	LDB1	gene-with-protein-product	protein-coding-gene	chr28	LDB1	XM_003433613.3	LDB1	XM_003433613.3
34040	LDB2	LDB2	gene-with-protein-product	protein-coding-gene	chr3	LDB2	XM_005618552.1	LDB2	XM_005618552.1
34439	LDB3	LDB3	gene-with-protein-product	protein-coding-gene	chr4	LDB3	XM_859925.3	LDB3	XM_859925.3
29825	LDHA	LDHA	gene-with-protein-product	protein-coding-gene	chr21	LDHA	XM_860260.3	LDHA	XM_860260.3
31369	LDHB	LDHB	gene-with-protein-product	protein-coding-gene	chr27	LDHB	NM_001252164.1	LDHB	NM_001252164.1
29828	LDHC	LDHC	gene-with-protein-product	protein-coding-gene	chr21	LDHC	XM_005633292.1	LDHC	XM_005633292.1
9272	LDHD	LDHD	gene-with-protein-product	protein-coding-gene	chr5	LDHD	XM_847883.3	LDHD	XM_847883.3
12924	LDLR	LDLR	gene-with-protein-product	protein-coding-gene	chr20	LDLR	XM_005632869.1	LDLR	XM_005632869.1
9483	LDLRAD1	LDLRAD1	gene-with-protein-product	protein-coding-gene	chr5	LDLRAD1	XM_005620268.1	LDLRAD1	XM_005620268.1
16647	LDLRAD2	LDLRAD2	gene-with-protein-product	protein-coding-gene	chr2	LDLRAD2	XM_005617838.1	LDLRAD2	XM_005617838.1
40931	LDLRAD3	LDLRAD3	gene-with-protein-product	protein-coding-gene	chr18	LDLRAD3	XM_005631713.1	LDLRAD3	XM_005631713.1
41675	LDLRAD4	LDLRAD4	gene-with-protein-product	protein-coding-gene	chr1	LDLRAD4	XM_005615413.1	LDLRAD4	XM_005615413.1
11299	LDLRAP1	LDLRAP1	gene-with-protein-product	protein-coding-gene	chr2	LDLRAP1	XR_291690.1	LDLRAP1	XR_291690.1
37943	LDOC1L	LDOC1L	gene-with-protein-product	protein-coding-gene	chr10	LDOC1L	XM_005625760.1	LDOC1L	XM_005625760.1
8559	LEAP2	LEAP2	gene-with-protein-product	protein-coding-gene	chr11	LEAP2	XM_847079.3	LEAP2	XM_847079.3
8388	LECT1	LECT1	gene-with-protein-product	protein-coding-gene	chr22	LECT1	XM_846901.3	LECT1	XM_846901.3
25874	LECT2	LECT2	gene-with-protein-product	protein-coding-gene	chr11	LECT2	XM_531913.4	LECT2	XM_531913.4
32982	LEF1	LEF1	gene-with-protein-product	protein-coding-gene	chr32	LEF1	XM_858241.3	LEF1	XM_858241.3
10979	LEFTY1	LEFTY1	gene-with-protein-product	protein-coding-gene	chr7	LEFTY1	XM_849632.2	LEFTY1	XM_849632.2
2831	LEFTY2	LEFTY2	gene-with-protein-product	protein-coding-gene	chr7	LEFTY2	XM_547508.4	LEFTY2	XM_547508.4
44007	LEKR1	LEKR1	gene-with-protein-product	protein-coding-gene	chr23	LEKR1	XM_005634607.1	LEKR1	XM_005634607.1
14156	LELP1	LELP1	gene-with-protein-product	protein-coding-gene	chr17	LELP1	XM_005630840.1	LELP1	XM_005630840.1
14052	LEMD1	LEMD1	gene-with-protein-product	protein-coding-gene	chr38	LEMD1	XM_003434330.2	LEMD1	XM_003434330.2
6583	LEMD2	LEMD2	gene-with-protein-product	protein-coding-gene	chr12	LEMD2	XM_844858.3	LEMD2	XM_844858.3
7001	LEMD3	LEMD3	gene-with-protein-product	protein-coding-gene	chr10	LEMD3	XM_005625655.1	LEMD3	XM_005625655.1
14788	LENEP	LENEP	gene-with-protein-product	protein-coding-gene	chr7	LENEP	XM_005622775.1	LENEP	XM_005622775.1
28911	LENG1	LENG1	gene-with-protein-product	protein-coding-gene	chr1	LENG1	XM_533591.4	LENG1	XM_533591.4
28902	LENG8	LENG8	gene-with-protein-product	protein-coding-gene	chr1	LENG8	XM_533588.4	LENG8	XM_533588.4
23418	LENG9	LENG9	gene-with-protein-product	protein-coding-gene	chr1	LENG9	XM_005642472.1	LENG9	XM_005642472.1
32576	LEO1	LEO1	gene-with-protein-product	protein-coding-gene	chr30	LEO1	XM_535485.4	LEO1	XM_535485.4
24232	LEP	LEP	gene-with-protein-product	protein-coding-gene	chr14	LEP	XM_005628342.1	LEP	XM_005628342.1
25336	LEPR	LEPR	gene-with-protein-product	protein-coding-gene	chr5	LEPR	NM_001024634.1	LEPR	NM_001024634.1
5517	LEPRE1	LEPRE1	gene-with-protein-product	protein-coding-gene	chr15	LEPRE1	XM_005628849.1	LEPRE1	XM_005628849.1
33276	LEPREL1	LEPREL1	gene-with-protein-product	protein-coding-gene	chr34	LEPREL1	XM_535843.4	LEPREL1	XM_535843.4
14576	LEPREL2	LEPREL2	gene-with-protein-product	protein-coding-gene	chr27	LEPREL2	XM_003433540.3	LEPREL2	XM_003433540.3
6285	LEPREL4	LEPREL4	gene-with-protein-product	protein-coding-gene	chr9	LEPREL4	XM_844515.3	LEPREL4	XM_844515.3
27459	LEPROTL1	LEPROTL1	gene-with-protein-product	protein-coding-gene	chr16	LEPROTL1	XM_005629907.1	LEPROTL1	XM_005629907.1
426	LETM1	LETM1	gene-with-protein-product	protein-coding-gene	chr3	LETM1	XM_005618526.1	LETM1	XM_005618526.1
27532	LETM2	LETM2	gene-with-protein-product	protein-coding-gene	chr16	LETM2	XM_003432092.2	LETM2	XM_003432092.2
6372	LETMD1	LETMD1	gene-with-protein-product	protein-coding-gene	chr27	LETMD1	XM_845192.3	LETMD1	XM_845192.3
2080	LFNG	LFNG	gene-with-protein-product	protein-coding-gene	chr6	LFNG	XM_547009.4	LFNG	XM_547009.4
9111	LGALS1	LGALS1	gene-with-protein-product	protein-coding-gene	chr10	LGALS1	NM_001201488.1	LGALS1	NM_001201488.1
115	LGALS12	LGALS12	gene-with-protein-product	protein-coding-gene	chr18	LGALS12	XM_003432335.2	LGALS12	XM_003432335.2
114	LGALS2	LGALS2	gene-with-protein-product	protein-coding-gene	chr10	LGALS2	XM_531742.4	LGALS2	XM_531742.4
24995	LGALS3	LGALS3	gene-with-protein-product	protein-coding-gene	chr8	LGALS3	XM_005623184.1	LGALS3	XM_005623184.1
12379	LGALS4	LGALS4	gene-with-protein-product	protein-coding-gene	chr1	LGALS4	XM_850294.3	LGALS4	XM_850294.3
14610	LGALS7B	LGALS7B	gene-with-protein-product	protein-coding-gene	chr1	LGALS7B	XM_003432586.2	LGALS7B	XM_003432586.2
34236	LGALS8	LGALS8	gene-with-protein-product	protein-coding-gene	chr4	LGALS8	XM_005618788.1	LGALS8	XM_005618788.1
25061	LGALS9	LGALS9	gene-with-protein-product	protein-coding-gene	chr9	LGALS9	XM_005624329.1	LGALS9	XM_005624329.1
38224	LGALSL	LGALSL	gene-with-protein-product	protein-coding-gene	chr10	LGALSL	XM_538509.4	LGALSL	XM_538509.4
31560	LGI1	LGI1	gene-with-protein-product	protein-coding-gene	chr28	LGI1	XM_534971.4	LGI1	XM_534971.4
507	LGI2	LGI2	gene-with-protein-product	protein-coding-gene	chr3	LGI2	XM_545971.4	LGI2	XM_545971.4
44626	LGI3	LGI3	gene-with-protein-product	protein-coding-gene	chr25	LGI3	XM_543254.4	LGI3	XM_543254.4
42378	LGI4	LGI4	gene-with-protein-product	protein-coding-gene	chr1	LGI4	XM_541696.4	LGI4	XM_541696.4
36328	LGMN	LGMN	gene-with-protein-product	protein-coding-gene	chr8	LGMN	XM_537355.4	LGMN	XM_537355.4
29854	LGR4	LGR4	gene-with-protein-product	protein-coding-gene	chr21	LGR4	XM_005633763.1	LGR4	XM_005633763.1
8236	LGR5	LGR5	gene-with-protein-product	protein-coding-gene	chr10	LGR5	XM_005625662.1	LGR5	XM_005625662.1
2593	LGR6	LGR6	gene-with-protein-product	protein-coding-gene	chr7	LGR6	XM_005622186.1	LGR6	XM_005622186.1
38876	LGSN	LGSN	gene-with-protein-product	protein-coding-gene	chr12	LGSN	NM_001048103.1	LGSN	NM_001048103.1
24897	LHB	LHB	gene-with-protein-product	protein-coding-gene	chr1	LHB	XM_005615730.1	LHB	XM_005615730.1
38183	LHCGR	LHCGR	gene-with-protein-product	protein-coding-gene	chr10	LHCGR	XM_005626090.1	LHCGR	XM_005626090.1
44403	LHFP	LHFP	gene-with-protein-product	protein-coding-gene	chr25	LHFP	XM_005635414.1	LHFP	XM_005635414.1
5001	LHFPL1	LHFPL1	gene-with-protein-product	protein-coding-gene	chrX	LHFPL1	XM_858595.3	LHFPL1	XM_858595.3
9306	LHFPL2	LHFPL2	gene-with-protein-product	protein-coding-gene	chr3	LHFPL2	XM_005618223.1	LHFPL2	XM_005618223.1
42610	LHFPL4	LHFPL4	gene-with-protein-product	protein-coding-gene	chr20	LHFPL4	XM_541784.4	LHFPL4	XM_541784.4
16666	LHFPL5	LHFPL5	gene-with-protein-product	protein-coding-gene	chr12	LHFPL5	XM_005627264.1	LHFPL5	XM_005627264.1
45798	LHPP	LHPP	gene-with-protein-product	protein-coding-gene	chr28	LHPP	XM_005637830.1	LHPP	XM_005637830.1
17172	LHX1	LHX1	gene-with-protein-product	protein-coding-gene	chr9	LHX1	XM_003639299.2	LHX1	XM_003639299.2
4330	LHX2	LHX2	gene-with-protein-product	protein-coding-gene	chr9	LHX2	XM_858575.3	LHX2	XM_858575.3
6102	LHX3	LHX3	gene-with-protein-product	protein-coding-gene	chr9	LHX3	NM_001197187.1	LHX3	NM_001197187.1
2690	LHX4	LHX4	gene-with-protein-product	protein-coding-gene	chr7	LHX4	XM_547420.4	LHX4	XM_547420.4
44858	LHX5	LHX5	gene-with-protein-product	protein-coding-gene	chr26	LHX5	XM_543409.3	LHX5	XM_543409.3
4345	LHX6	LHX6	gene-with-protein-product	protein-coding-gene	chr9	LHX6	XM_003435342.2	LHX6	XM_003435342.2
2570	LHX8	LHX8	gene-with-protein-product	protein-coding-gene	chr6	LHX8	XM_005622059.1	LHX8	XM_005622059.1
2595	LHX9	LHX9	gene-with-protein-product	protein-coding-gene	chr7	LHX9	XM_852063.3	LHX9	XM_852063.3
34096	LIAS	LIAS	gene-with-protein-product	protein-coding-gene	chr3	LIAS	XM_005618619.1	LIAS	XM_005618619.1
23890	LIF	LIF	gene-with-protein-product	protein-coding-gene	chr26	LIF	NM_001197073.1	LIF	NM_001197073.1
25329	LIFR	LIFR	gene-with-protein-product	protein-coding-gene	chr4	LIFR	NM_001005760.1	LIFR	NM_001005760.1
14701	LIG1	LIG1	gene-with-protein-product	protein-coding-gene	chr1	LIG1	XM_005616373.1	LIG1	XM_005616373.1
4001	LIG3	LIG3	gene-with-protein-product	protein-coding-gene	chr9	LIG3	XM_005624813.1	LIG3	XM_005624813.1
57	LIG4	LIG4	gene-with-protein-product	protein-coding-gene	chr22	LIG4	XM_005634098.1	LIG4	XM_005634098.1
22472	LILRA5	LILRA5	gene-with-protein-product	protein-coding-gene	chr1	LILRA5	XM_005616848.1	LILRA5	XM_005616848.1
10409	LILRB3	LILRB3	gene-with-protein-product	protein-coding-gene	chr1	LILRB3	XM_005642490.1	LILRB3	XM_005642490.1
16404	LIM2	LIM2	gene-with-protein-product	protein-coding-gene	chr1	LIM2	XM_003638805.1	LIM2	XM_003638805.1
31243	LIMA1	LIMA1	gene-with-protein-product	protein-coding-gene	chr27	LIMA1	XM_005636850.1	LIMA1	XM_005636850.1
26705	LIMCH1	LIMCH1	gene-with-protein-product	protein-coding-gene	chr13	LIMCH1	XM_005628135.1	LIMCH1	XM_005628135.1
17055	LIMD1	LIMD1	gene-with-protein-product	protein-coding-gene	chr20	LIMD1	XM_003639754.2	LIMD1	XM_003639754.2
9631	LIMD2	LIMD2	gene-with-protein-product	protein-coding-gene	chr9	LIMD2	XM_005624242.1	LIMD2	XM_005624242.1
15041	LIME1	LIME1	gene-with-protein-product	protein-coding-gene	chr24	LIME1	XM_005635372.1	LIME1	XM_005635372.1
1930	LIMK1	LIMK1	gene-with-protein-product	protein-coding-gene	chr6	LIMK1	XM_003434748.2	LIMK1	XM_003434748.2
45021	LIMK2	LIMK2	gene-with-protein-product	protein-coding-gene	chr26	LIMK2	XM_543489.4	LIMK2	XM_543489.4
25536	LIMS1	LIMS1	gene-with-protein-product	protein-coding-gene	chr10	LIMS1	XM_857845.3	LIMS1	XM_857845.3
12000	LIMS2	LIMS2	gene-with-protein-product	protein-coding-gene	chr19	LIMS2	XM_005631869.1	LIMS2	XM_005631869.1
11251	LIN28A	LIN28A	gene-with-protein-product	protein-coding-gene	chr2	LIN28A	XM_849892.3	LIN28A	XM_849892.3
39005	LIN28B	LIN28B	gene-with-protein-product	protein-coding-gene	chr12	LIN28B	XM_539064.4	LIN28B	XM_539064.4
42438	LIN37	LIN37	gene-with-protein-product	protein-coding-gene	chr1	LIN37	XM_541689.4	LIN37	XM_541689.4
10915	LIN52	LIN52	gene-with-protein-product	protein-coding-gene	chr8	LIN52	XM_005623652.1	LIN52	XM_005623652.1
32882	LIN54	LIN54	gene-with-protein-product	protein-coding-gene	chr32	LIN54	XM_005639131.1	LIN54	XM_005639131.1
27259	LIN7A	LIN7A	gene-with-protein-product	protein-coding-gene	chr15	LIN7A	XM_532635.4	LIN7A	XM_532635.4
28943	LIN7B	LIN7B	gene-with-protein-product	protein-coding-gene	chr1	LIN7B	XM_846829.3	LIN7B	XM_846829.3
43598	LIN7C	LIN7C	gene-with-protein-product	protein-coding-gene	chr21	LIN7C	XM_542543.4	LIN7C	XM_542543.4
10935	LIN9	LIN9	gene-with-protein-product	protein-coding-gene	chr7	LIN9	XM_005622629.1	LIN9	XM_005622629.1
46798	LINGO1	LINGO1	gene-with-protein-product	protein-coding-gene	chr30	LINGO1	XM_544785.4	LINGO1	XM_544785.4
38336	LINGO2	LINGO2	gene-with-protein-product	protein-coding-gene	chr11	LINGO2	XM_538692.4	LINGO2	XM_538692.4
11267	LINGO3	LINGO3	gene-with-protein-product	protein-coding-gene	chr20	LINGO3	XM_849906.2	LINGO3	XM_849906.2
40630	LINGO4	LINGO4	gene-with-protein-product	protein-coding-gene	chr17	LINGO4	XM_005630823.1	LINGO4	XM_005630823.1
6468	LINS	LINS	gene-with-protein-product	protein-coding-gene	chr3	LINS	XM_844750.3	LINS	XM_844750.3
16754	LIPA	LIPA	gene-with-protein-product	protein-coding-gene	chr26	LIPA	XM_003639926.2	LIPA	XM_003639926.2
32594	LIPC	LIPC	gene-with-protein-product	protein-coding-gene	chr30	LIPC	XM_535495.4	LIPC	XM_535495.4
24210	LIPE	LIPE	gene-with-protein-product	protein-coding-gene	chr1	LIPE	XM_005616537.1	LIPE	XM_005616537.1
24725	LIPF	LIPF	gene-with-protein-product	protein-coding-gene	chr26	LIPF	NM_001003209.1	LIPF	NM_001003209.1
7956	LIPG	LIPG	gene-with-protein-product	protein-coding-gene	chr7	LIPG	XM_005623126.1	LIPG	XM_005623126.1
16471	LIPH	LIPH	gene-with-protein-product	protein-coding-gene	chr34	LIPH	XM_003640133.2	LIPH	XM_003640133.2
6679	LIPI	LIPI	gene-with-protein-product	protein-coding-gene	chr31	LIPI	XM_005638985.1	LIPI	XM_005638985.1
31174	LIPJ	LIPJ	gene-with-protein-product	protein-coding-gene	chr26	LIPJ	XM_005636644.1	LIPJ	XM_005636644.1
45136	LIPK	LIPK	gene-with-protein-product	protein-coding-gene	chr26	LIPK	XM_543591.4	LIPK	XM_543591.4
9379	LIPM	LIPM	gene-with-protein-product	protein-coding-gene	chr26	LIPM	XM_848014.3	LIPM	XM_848014.3
9355	LIPN	LIPN	gene-with-protein-product	protein-coding-gene	chr26	LIPN	XM_005636667.1	LIPN	XM_005636667.1
13769	LIPT1	LIPT1	gene-with-protein-product	protein-coding-gene	chr10	LIPT1	XM_005626031.1	LIPT1	XM_005626031.1
43407	LIPT2	LIPT2	gene-with-protein-product	protein-coding-gene	chr21	LIPT2	XM_542314.4	LIPT2	XM_542314.4
2266	LITAF	LITAF	gene-with-protein-product	protein-coding-gene	chr6	LITAF	XM_547124.4	LITAF	XM_547124.4
546	LIX1	LIX1	gene-with-protein-product	protein-coding-gene	chr3	LIX1	XM_546011.4	LIX1	XM_546011.4
6936	LIX1L	LIX1L	gene-with-protein-product	protein-coding-gene	chr17	LIX1L	XM_845324.4	LIX1L	XM_845324.4
1497	LLGL1	LLGL1	gene-with-protein-product	protein-coding-gene	chr5	LLGL1	XM_005620151.1	LLGL1	XM_005620151.1
8333	LLGL2	LLGL2	gene-with-protein-product	protein-coding-gene	chr9	LLGL2	XM_005624099.1	LLGL2	XM_005624099.1
28572	LMAN1	LMAN1	gene-with-protein-product	protein-coding-gene	chr1	LMAN1	XM_533390.4	LMAN1	XM_533390.4
46776	LMAN1L	LMAN1L	gene-with-protein-product	protein-coding-gene	chr30	LMAN1L	XR_296203.1	LMAN1L	XR_296203.1
24852	LMAN2	LMAN2	gene-with-protein-product	protein-coding-gene	chr4	LMAN2	NM_001003258.2	LMAN2	NM_001003258.2
25635	LMAN2L	LMAN2L	gene-with-protein-product	protein-coding-gene	chr10	LMAN2L	XM_531797.4	LMAN2L	XM_531797.4
40079	LMBR1	LMBR1	gene-with-protein-product	protein-coding-gene	chr16	LMBR1	XM_539934.4	LMBR1	XM_539934.4
12016	LMBR1L	LMBR1L	gene-with-protein-product	protein-coding-gene	chr27	LMBR1L	XM_845798.3	LMBR1L	XM_845798.3
17036	LMBRD1	LMBRD1	gene-with-protein-product	protein-coding-gene	chr12	LMBRD1	XM_003639436.2	LMBRD1	XM_003639436.2
997	LMBRD2	LMBRD2	gene-with-protein-product	protein-coding-gene	chr4	LMBRD2	XM_005619386.1	LMBRD2	XM_005619386.1
29147	LMCD1	LMCD1	gene-with-protein-product	protein-coding-gene	chr20	LMCD1	XM_533751.4	LMCD1	XM_533751.4
2383	LMF1	LMF1	gene-with-protein-product	protein-coding-gene	chr6	LMF1	XM_547204.3	LMF1	XM_547204.3
37901	LMF2	LMF2	gene-with-protein-product	protein-coding-gene	chr10	LMF2	XM_003639335.2	LMF2	XM_003639335.2
7901	LMLN	LMLN	gene-with-protein-product	protein-coding-gene	chr33	LMLN	XM_846415.3	LMLN	XM_846415.3
36104	LMNA	LMNA	gene-with-protein-product	protein-coding-gene	chr7	LMNA	XM_005622711.1	LMNA	XM_005622711.1
25817	LMNB1	LMNB1	gene-with-protein-product	protein-coding-gene	chr11	LMNB1	XM_005626473.1	LMNB1	XM_005626473.1
43213	LMNB2	LMNB2	gene-with-protein-product	protein-coding-gene	chr20	LMNB2	XM_542188.4	LMNB2	XM_542188.4
9352	LMO1	LMO1	gene-with-protein-product	protein-coding-gene	chr21	LMO1	XM_005633631.1	LMO1	XM_005633631.1
45370	LMO3	LMO3	gene-with-protein-product	protein-coding-gene	chr27	LMO3	XM_861443.3	LMO3	XM_861443.3
35750	LMO4	LMO4	gene-with-protein-product	protein-coding-gene	chr6	LMO4	XM_862220.3	LMO4	XM_862220.3
29932	LMO7	LMO7	gene-with-protein-product	protein-coding-gene	chr22	LMO7	XM_005633976.1	LMO7	XM_005633976.1
2574	LMOD1	LMOD1	gene-with-protein-product	protein-coding-gene	chr7	LMOD1	XM_005622212.1	LMOD1	XM_005622212.1
8038	LMOD2	LMOD2	gene-with-protein-product	protein-coding-gene	chr14	LMOD2	XM_846583.4	LMOD2	XM_846583.4
29154	LMOD3	LMOD3	gene-with-protein-product	protein-coding-gene	chr20	LMOD3	XM_005632272.1	LMOD3	XM_005632272.1
7589	LMTK2	LMTK2	gene-with-protein-product	protein-coding-gene	chr6	LMTK2	XM_846103.3	LMTK2	XM_846103.3
13255	LMTK3	LMTK3	gene-with-protein-product	protein-coding-gene	chr1	LMTK3	XM_005616864.1	LMTK3	XM_005616864.1
